,Term,Interbank,Sov,LBPratespread,USDratespread,CDratespread,LBPdeprate,USDdeprate,EMP,Financialdoll,CA,FA,Rem,FApc,CApc,CAratio,rempc,Oil,Tadawol,gdp,gdp3,gdp6,gdp12,dep_sov_spread,M2resratio,portinflow,portoutflow,passenger inflow,passenger outflow,Construction permits ,Cement deliveries,portinflowpc,portoutflowpc,passengerinflowpc,passengeroutflowpc,Constructionpermitspc,Cementdeliveriespc,Dummy_variable2006
2006-10-31,3.46,3.5,3.88,2.92,3.879999999999999,-3.119999999999999,7.52,4.66,-0.09175571857383394,0.7445869441514187,232.24,88.33,485.43,-0.9226071566256615,-1.4913988277861239,0.9130932645783205,0.3335622647729459,-0.002552932565542787,-0.286147576046458,-0.017964071856287456,0.011363636363636465,-0.015873015873015928,0.09756097560975618,-2.3,2193.0434782608695,399304.6591836829,60972.977072803464,150458.29043333908,111317.22809657542,535883.228468448,198727.30342315818,0.09569834398738175,-0.11493090221218027,0.4216558635976848,0.053788949784069784,-0.351346576006925,-0.09229294805343291,0
2006-11-30,3.46,3.5,3.9399999999999995,2.7299999999999995,3.7,-3.0699999999999994,7.47,4.72,0.5188507936808777,0.7508202675820086,-603.51,641.64,399.88,-1.62244987049271,1.4555885584082677,1.3369023362268682,0.0852443889597525,0.06804711900253269,-0.4634974404067135,0.04022988505747116,-0.027624309392265234,-0.0670103092783505,0.05524861878453047,-2.25,2209.833638025594,309488.1850758826,82976.16961058993,121712.81430060825,133645.09052898973,716167.7996490037,324307.02738149156,-0.09847673675642077,0.24876556299415364,-0.08321410175699662,-0.03846350439582913,-0.063633182951363,0.6456101886714132,0
2006-12-31,3.46,3.75,4.01,2.879999999999999,3.790000000000001,-3.09,7.49,4.76,1.3739105424482334,0.762075359012118,39.74,1127.97,366.47,-0.32094997290951777,-1.3572777128472535,0.9796759609680257,-0.11623700774109524,0.08929219944369615,-0.5271957434294133,-0.03260869565217395,-0.005347593582887722,-0.109375,0.05617977528089879,-2.2700000000000005,2300.115606936416,335783.3177854006,69820.89361253352,130799.58350812344,132797.33559886555,474663.41596844804,333137.049950936,-0.02534607417152812,0.3896595208070619,0.011796340936233829,-0.041313559322033955,-0.38667670967889345,0.06590536447600259,0
2007-01-31,3.46,4.0,3.8,2.5300000000000002,3.7299999999999995,-3.0699999999999994,7.47,4.8,-0.5102786586330672,0.7605835624717765,-27.18,-692.23,539.13,1.0475936936137487,-1.5590292060880295,1.0144759976557087,0.29399481566820285,-0.13913318171119893,-0.5869182772592808,0.011363636363636465,-0.015873015873015928,0.23404255319148937,0.08426966292134841,-2.25,2219.6013765414395,335227.3108223144,77529.87378697954,144528.9759990468,135317.06596632436,803948.8621490037,335987.29300649156,0.04168050381301436,0.09315915021692822,-0.2103640280540433,-0.15406694393943166,0.042625879610598494,0.23312437311187129,0
2007-02-28,3.46,3.5,3.83,2.8099999999999996,3.8000000000000007,-3.0599999999999996,7.46,4.84,1.0781055723912123,0.7600928013473356,-169.37,-106.32,353.5,-1.1836269430051813,-0.2130378217637766,1.1008851349741489,0.005461061493827968,-0.04664051771632505,-0.6019746550606455,-0.027624309392265234,-0.0670103092783505,0.4750000000000001,0.10227272727272729,-2.24,2367.3514277065888,321155.82496047963,71962.59007805465,120703.28850498248,113662.21587539335,636275.7892323369,332679.84508982487,-0.04199024462803769,0.4092248127262015,-0.06575748406147941,-0.15989442849270585,-0.273234483076898,0.03825257839079477,0
2007-03-31,3.46,3.5,4.109999999999999,3.0500000000000007,3.5900000000000007,-3.1099999999999994,7.51,4.88,0.612415308658736,0.7595940865447395,-155.55,1442.06,354.54,0.25178819444444445,-0.6083836858006042,1.080397153149987,-0.06062211859466904,-0.0062104015249152544,-0.48868238831545374,-0.005347593582887722,-0.109375,0.10828025477707004,0.06451612903225801,-2.29,2465.4726989079563,410713.82537299296,82156.8119279753,145183.6785072988,137981.13742298007,529793.9680517814,367697.80342315824,0.4876023257192885,0.29645226146563863,0.1152921750298137,0.05237397365800489,-0.5238970936881759,0.029833707322350467,0
2007-04-30,3.46,3.75,4.01,2.95,3.5299999999999994,-3.0699999999999994,7.47,4.84,-0.4244002110649303,0.758750080833211,-100.3,96.01,354.46,-1.1910532704515153,-0.397235576923077,1.0486167329982015,-0.1131848886664999,-0.03766738426960192,-0.49563321858311205,-0.015873015873015928,0.23404255319148937,0.09756097560975618,0.07526881720430101,-2.25,2452.8082331363357,325701.9877543452,72000.81767404126,154711.59824640522,157542.02456046123,781571.6052045592,306443.1940481582,-0.054192938470766894,-0.09004291406968423,-0.0420880428316478,0.009889470622455043,-0.06617093188392942,0.05846650497617545,0
2007-05-31,3.46,3.5,3.91,2.8900000000000006,3.4399999999999995,-3.09,7.49,4.91,-0.20267374105639321,0.757101199145,-193.67,665.08,412.09,-0.03056628525617655,0.76079643603964,1.0919754757393134,0.08273778244876495,-0.03959968675426884,-0.3223026876500986,-0.0670103092783505,0.4750000000000001,0.05524861878453047,0.03314917127071815,-2.2700000000000005,2468.3745333467864,259124.42509541145,91202.12194742993,139353.41669184878,146625.22044865502,712981.9124962258,320889.36939538043,-0.15370970926749594,0.3464299101750683,-0.11232672700194757,-0.0465480871042675,-0.3677937591626488,-0.05293302849498205,0
2007-06-30,3.46,4.0,3.6999999999999993,2.7699999999999996,3.33,-3.0999999999999996,7.5,4.91,-0.00827588254944413,0.7587721587648345,19.6,1376.66,361.97,0.39412842921810287,-0.8954164665706206,0.9898247509427298,-0.1203217653348887,0.020024060887551043,-0.4256323757091416,-0.109375,0.10828025477707004,0.05617977528089879,0.1578947368421053,-2.2800000000000002,2478.616238023197,330802.9315409161,59301.88945734636,113067.31780912672,128957.70842541032,790401.5392323369,300770.0829370471,-0.06226516060917231,-0.1548606679429908,-0.35023305182518805,-0.16217318375575152,-0.1252716174590115,-0.09933189324373493,0
2007-07-31,3.46,3.5,3.8599999999999994,2.7299999999999995,3.4299999999999997,-3.0699999999999994,7.47,4.93,-0.6059638346097936,0.7607295649320505,-156.59,294.33,357.87,-1.3166575218668302,0.02259518056553267,1.0762158321003037,-0.10204747327746277,0.028257732645908362,-0.36626591408172915,0.23404255319148937,0.09756097560975618,0.08426966292134841,0.16091954022988508,-2.25,2431.7192398119123,394819.80932053755,76215.5309589907,127795.58231179138,129605.46809233142,772727.9729581823,315238.698803593,-0.0009939313828709606,0.03624291973923266,0.8669732583886902,1.4147532351486332,0.8920862490784371,0.9922223203071243,0
